id,realtionship_status,Industry,genre,Targeted Sex,average_min_perweek,Airtime,airlocation,ratings,expensive,money_back_guarantee
25418,Separated,Entertainment,Comedy,Male,42,Primetime,Mexico,0.037464672,Low,Yes
25421,Never-married,Auto,Infomercial,Female,45,Primetime,United-States,0.164437918,High,No
25424,Married-civ-spouse,Pharma,Comedy,Female,50,Daytime,United-States,0.037464672,High,Yes
25425,Married-civ-spouse,Pharma,Comedy,Female,18,Daytime,United-States,0.037464672,Low,No
25426,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
25429,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
25440,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.173579841,Low,Yes
25448,Never-married,Auto,Drama,Female,40,Primetime,United-States,0.037464672,Low,No
25464,Separated,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,No
25465,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,High,No
25467,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
25489,Married-civ-spouse,Other,Comedy,Male,32,Primetime,United-States,0.070120498,High,No
25490,Married-civ-spouse,Pharma,Comedy,Female,60,Daytime,United-States,0.037464672,High,No
25492,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
25493,Married-spouse-absent,Entertainment,Infomercial,Male,18,Primetime,United-States,0.037464672,High,Yes
25497,Separated,Entertainment,Comedy,Male,42,Primetime,United-States,0.037464672,Low,No
25503,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
25504,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
25506,Married-civ-spouse,Other,Comedy,Male,15,Primetime,United-States,0.037464672,Low,No
25511,Divorced,Auto,Infomercial,Male,35,Daytime,United-States,0.037464672,High,Yes
25516,Never-married,Political,Comedy,Male,25,Morning,United-States,0.037464672,Low,No
25526,Divorced,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25535,Married-civ-spouse,Pharma,Infomercial,Female,30,Morning,United-States,0.037464672,Low,No
25539,Married-civ-spouse,Pharma,Comedy,Female,48,Morning,United-States,0.037464672,Low,Yes
25543,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
25545,Never-married,Auto,Comedy,Male,40,Primetime,Mexico,0.037464672,High,Yes
25552,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25555,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
25559,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
25567,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Mexico,0.037464672,High,Yes
25591,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
25596,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25597,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.037464672,Low,Yes
25599,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Low,No
25615,Married-civ-spouse,Pharma,Comedy,Female,60,Daytime,United-States,0.037464672,High,Yes
25617,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
25626,Widowed,ClassAction,Comedy,Male,45,Primetime,United-States,0.037464672,High,Yes
25635,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
25645,Never-married,Auto,Comedy,Female,32,Primetime,Guatemala,0.037464672,Medium,No
25650,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,No
25651,Married-civ-spouse,Other,Drama,Male,35,Primetime,International,0.037464672,High,Yes
25658,Never-married,Auto,Comedy,Female,50,Morning,United-States,0.037464672,Low,Yes
25665,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25669,Never-married,Auto,Infomercial,Female,12,Morning,United-States,0.037464672,High,Yes
25670,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
25671,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,High,No
25672,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25681,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
25688,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
25693,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,Low,Yes
25705,Widowed,Auto,Comedy,Male,35,Daytime,United-States,0.18142828,Low,No
25708,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.037464672,High,Yes
25709,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,Medium,No
25717,Married-civ-spouse,Pharma,Infomercial,Female,50,Primetime,United-States,0.037464672,Low,No
25726,Married-civ-spouse,Pharma,Comedy,Female,20,Daytime,United-States,0.037464672,Low,No
25731,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
25736,Married-civ-spouse,Pharma,Comedy,Female,52,Primetime,United-States,0.173579841,Low,No
25752,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
25767,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
25777,Never-married,Political,Comedy,Male,38,Morning,United-States,0.037464672,Low,No
25779,Widowed,Auto,Comedy,Female,20,Daytime,United-States,0.037464672,High,Yes
25786,Widowed,Entertainment,Comedy,Male,48,Daytime,United-States,1,High,Yes
25788,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
25789,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
25793,Married-civ-spouse,Pharma,Comedy,Female,54,Daytime,United-States,1,Low,No
25794,Divorced,Auto,Comedy,Male,38,Primetime,United-States,0.037464672,High,Yes
25801,Widowed,Entertainment,Infomercial,Male,57,Primetime,United-States,0.037464672,High,Yes
25802,Never-married,Political,Comedy,Female,14,Morning,United-States,0.037464672,High,Yes
25806,Never-married,Entertainment,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
25807,Divorced,Entertainment,Comedy,Male,35,Primetime,United-States,0.037464672,High,No
25809,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
25810,Separated,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
25818,Married-civ-spouse,Pharma,Comedy,Female,50,Daytime,United-States,0.118747751,High,Yes
25826,Married-civ-spouse,Pharma,Comedy,Female,72,Morning,United-States,0.037464672,High,Yes
25829,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,High,Yes
25830,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
25831,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,Low,No
25832,Widowed,Auto,Drama,Male,20,Daytime,United-States,0.037464672,High,Yes
25838,Never-married,Auto,Infomercial,Female,90,Morning,United-States,1,High,No
25843,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
25849,Married-civ-spouse,Other,Comedy,Male,8,Daytime,United-States,0.037464672,High,Yes
25853,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25857,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
25875,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,No
25881,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
25889,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,Italy,0.037464672,Low,Yes
25891,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
25897,Married-civ-spouse,Pharma,Comedy,Female,49,Daytime,United-States,0.037464672,Low,Yes
25901,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,No
25904,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Low,Yes
25912,Divorced,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
25916,Divorced,Auto,Infomercial,Female,40,Primetime,United-States,0.037464672,Low,No
25919,Married-civ-spouse,ClassAction,Comedy,Female,58,Daytime,United-States,0.037464672,High,Yes
25923,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
25925,Married-civ-spouse,ClassAction,Infomercial,Female,45,Primetime,United-States,0.077823055,High,Yes
25941,Never-married,Political,Drama,Male,24,Morning,United-States,0.052721667,Low,Yes
25949,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
25956,Married-civ-spouse,Auto,Comedy,Female,70,Primetime,Hungary,0.037464672,Medium,No
25957,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.037464672,High,No
25962,Never-married,Auto,Comedy,Female,55,Morning,United-States,0.037464672,High,Yes
25963,Married-civ-spouse,Pharma,Comedy,Female,43,Primetime,United-States,0.037464672,High,Yes
25970,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,High,Yes
25971,Never-married,ClassAction,Drama,Male,40,Morning,South,0.03324159,High,Yes
25975,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.070120498,High,Yes
25978,Never-married,Political,Comedy,Female,30,Morning,United-States,0.037464672,High,Yes
25980,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
25987,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.065802398,High,Yes
25989,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,High,Yes
25996,Never-married,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
26003,Married-civ-spouse,Pharma,Comedy,Female,65,Primetime,United-States,0.037464672,High,No
26007,Married-civ-spouse,Pharma,Comedy,Female,72,Primetime,United-States,0.037464672,Low,No
26017,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.037464672,Low,No
26018,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Medium,No
26025,Never-married,Entertainment,Comedy,Male,40,Morning,United-States,0.037464672,High,No
26029,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26051,Married-civ-spouse,Pharma,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
26052,Divorced,Auto,Drama,Male,40,Primetime,South,0.037464672,High,Yes
26055,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Medium,No
26068,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,Yes
26074,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
26076,Separated,ClassAction,Infomercial,Female,49,Primetime,Jamaica,0.037464672,High,Yes
26078,Divorced,Entertainment,Comedy,Male,30,Primetime,United-States,1,Medium,No
26081,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
26089,Never-married,Entertainment,Comedy,Male,30,Morning,Canada,0.037464672,Low,No
26090,Never-married,Entertainment,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26096,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,High,Yes
26106,Widowed,Entertainment,Drama,Female,50,Daytime,United-States,0.037464672,Medium,No
26114,Married-civ-spouse,Pharma,Comedy,Female,13,Primetime,United-States,0.037464672,High,No
26127,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,High,Yes
26131,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,No
26137,Married-civ-spouse,Pharma,Comedy,Female,9,Daytime,United-States,0.037464672,Medium,Yes
26140,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26145,Married-civ-spouse,Pharma,Infomercial,Female,45,Morning,United-States,0.037464672,Low,Yes
26146,Never-married,Auto,Comedy,Male,25,Primetime,United-States,0.037464672,Medium,No
26156,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
26159,Never-married,Auto,Infomercial,Male,35,Morning,United-States,0.048607802,High,Yes
26160,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,High,No
26165,Never-married,ClassAction,Comedy,Male,40,Morning,International,0.037464672,Low,No
26167,Married-civ-spouse,Pharma,Comedy,Female,65,Primetime,United-States,1,High,Yes
26171,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Low,Yes
26176,Never-married,Auto,Infomercial,Male,38,Primetime,United-States,0.028573374,High,Yes
26180,Divorced,Entertainment,Comedy,Male,40,Primetime,Greece,0.037464672,High,Yes
26187,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
26189,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Low,No
26190,Married-civ-spouse,Other,Drama,Male,40,Daytime,South,0.037464672,High,Yes
26194,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
26201,Married-civ-spouse,Pharma,Comedy,Female,99,Primetime,United-States,0.037464672,Medium,No
26202,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
26207,Divorced,Auto,Comedy,Male,30,Morning,United-States,0.037464672,High,Yes
26211,Never-married,Political,Comedy,Female,45,Morning,United-States,0.037464672,High,Yes
26213,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
26216,Married-civ-spouse,Pharma,Comedy,Female,70,Morning,United-States,0.037464672,High,No
26219,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
26229,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
26234,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,Philippines,0.111239703,High,No
26235,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26236,Married-civ-spouse,Pharma,Infomercial,Female,60,Primetime,United-States,0.037464672,Low,Yes
26243,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
26251,Never-married,Political,Infomercial,Female,18,Morning,United-States,0.037464672,High,Yes
26254,Married-civ-spouse,Pharma,Comedy,Female,46,Primetime,United-States,0.037464672,High,Yes
26266,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.065802398,Low,Yes
26273,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,No
26274,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Low,No
26277,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
26278,Widowed,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
26284,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26288,Divorced,Political,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
26290,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
26294,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
26296,Married-civ-spouse,Pharma,Comedy,Female,72,Primetime,United-States,0.037464672,Low,No
26297,Never-married,ClassAction,Comedy,Female,40,Morning,El-Salvador,0.037464672,High,No
26299,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Low,Yes
26302,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26305,Divorced,Auto,Comedy,Male,35,Primetime,United-States,0.037464672,Low,Yes
26306,Married-civ-spouse,Pharma,Infomercial,Female,60,Primetime,Germany,0.037464672,Low,No
26308,Married-civ-spouse,Pharma,Comedy,Female,60,Daytime,United-States,0.037464672,High,Yes
26314,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
26316,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26324,Separated,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
26329,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
26334,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
26336,Never-married,Entertainment,Infomercial,Male,40,Morning,United-States,0.037464672,High,Yes
26339,Widowed,Auto,Comedy,Female,20,Daytime,United-States,0.037464672,Low,No
26340,Never-married,Auto,Comedy,Female,30,Morning,United-States,0.037464672,Medium,No
26349,Separated,Entertainment,Comedy,Female,10,Primetime,United-States,0.037464672,High,Yes
26353,Divorced,Auto,Infomercial,Female,40,Daytime,United-States,0.037464672,Medium,No
26363,Married-civ-spouse,Pharma,Comedy,Female,42,Primetime,United-States,0.037464672,Low,No
26365,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
26369,Separated,ClassAction,Infomercial,Female,70,Primetime,United-States,0.072688017,High,Yes
26370,Married-spouse-absent,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
26372,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
26375,Never-married,Auto,Comedy,Male,38,Primetime,United-States,0.037464672,High,Yes
26376,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.075450045,High,Yes
26380,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,No
26385,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
26387,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,No
26388,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
26390,Never-married,Auto,Comedy,Male,55,Primetime,United-States,0.037464672,High,Yes
26391,Separated,Political,Infomercial,Female,43,Morning,United-States,0.037464672,Low,No
26396,Married-civ-spouse,Pharma,Other,Female,50,Primetime,United-States,0.037464672,High,No
26402,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,International,0.037464672,High,No
26411,Never-married,Political,Comedy,Male,9,Morning,United-States,0.037464672,High,Yes
26412,Never-married,Political,Comedy,Male,20,Morning,United-States,0.037464672,High,Yes
26413,Married-civ-spouse,Pharma,Comedy,Female,42,Primetime,Cuba,0.076218356,High,No
26419,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,No
26420,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
26426,Never-married,Auto,Infomercial,Female,32,Morning,United-States,0.037464672,Low,No
26431,Never-married,Political,Comedy,Male,25,Morning,United-States,0.037464672,High,No
26438,Never-married,Auto,Comedy,Female,25,Morning,Mexico,0.037464672,High,No
26442,Never-married,Auto,Comedy,Female,40,Primetime,Jamaica,0.037464672,High,No
26444,Never-married,Political,Direct,Female,40,Morning,United-States,0.037464672,High,Yes
26448,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.037464672,Low,Yes
26458,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26461,Never-married,Entertainment,Comedy,Female,35,Morning,United-States,0.037464672,High,Yes
26462,Never-married,Political,Infomercial,Female,80,Morning,United-States,0.037464672,Medium,No
26465,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,Haiti,0.037464672,High,Yes
26479,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
26482,Separated,Political,Comedy,Male,40,Morning,England,0.037464672,Medium,No
26486,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.102233936,High,Yes
26495,Never-married,Auto,Comedy,Female,35,Morning,United-States,0.037464672,High,No
26497,Never-married,Auto,Comedy,Female,45,Primetime,United-States,0.037464672,High,No
26501,Widowed,Entertainment,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
26513,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26515,Widowed,Auto,Comedy,Male,10,Daytime,United-States,0.037464672,High,Yes
26524,Divorced,Entertainment,Comedy,Female,55,Primetime,United-States,0.037464672,Low,Yes
26526,Never-married,Political,Comedy,Male,16,Morning,United-States,0.037464672,Low,Yes
26541,Never-married,Political,Comedy,Male,15,Morning,United-States,0.037464672,High,Yes
26543,Divorced,Entertainment,Comedy,Male,35,Primetime,United-States,0.037464672,High,Yes
26544,Married-civ-spouse,Pharma,Direct,Female,40,Morning,United-States,0.037464672,High,No
26549,Married-civ-spouse,Pharma,Comedy,Female,38,Primetime,United-States,0.037464672,Medium,No
26558,Never-married,Political,Infomercial,Female,40,Primetime,United-States,0.037464672,High,No
26565,Never-married,Auto,Comedy,Female,45,Primetime,United-States,0.037464672,High,Yes
26566,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
26570,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26597,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Low,No
26609,Never-married,Auto,Drama,Female,40,Primetime,Japan,0.037464672,High,Yes
26613,Separated,Auto,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
26615,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
26621,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.037464672,Low,Yes
26629,Never-married,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
26634,Married-civ-spouse,Other,Infomercial,Male,36,Primetime,United-States,0.037464672,Low,No
26636,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,No
26638,Married-civ-spouse,Pharma,Comedy,Female,70,Primetime,United-States,0.037464672,Low,Yes
26658,Separated,Auto,Comedy,Male,44,Morning,United-States,0.037464672,High,No
26659,Never-married,Auto,Comedy,Female,40,Primetime,Mexico,0.037464672,High,Yes
26669,Divorced,Auto,Comedy,Female,30,Morning,United-States,0.072688017,High,Yes
26670,Married-civ-spouse,Pharma,Comedy,Female,15,Daytime,United-States,0.089882614,Low,Yes
26672,Never-married,Auto,Comedy,Male,36,Morning,United-States,0.037464672,Low,No
26678,Never-married,Political,Comedy,Female,5,Morning,United-States,0.037464672,Low,Yes
26684,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
26687,Never-married,Auto,Infomercial,Male,20,Morning,United-States,0.037464672,Medium,No
26696,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Medium,No
26701,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
26706,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.129776412,Low,No
26707,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
26708,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,Low,No
26722,Married-civ-spouse,Pharma,Comedy,Female,52,Primetime,England,0.037464672,Low,Yes
26735,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
26738,Married-civ-spouse,Pharma,Comedy,Female,38,Primetime,United-States,0.037464672,High,Yes
26743,Married-civ-spouse,Other,Infomercial,Male,38,Primetime,United-States,0.037464672,Low,Yes
26747,Married-civ-spouse,Other,Drama,Male,45,Morning,Philippines,0.037464672,Low,No
26750,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
26760,Separated,Entertainment,Comedy,Male,35,Primetime,United-States,0.037464672,High,No
26765,Never-married,Entertainment,Comedy,Female,40,Morning,United-States,0.037464672,Low,Yes
26769,Never-married,Auto,Infomercial,Male,50,Morning,United-States,0.037464672,High,Yes
26770,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,Medium,No
26771,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
26779,Never-married,Entertainment,Infomercial,Male,40,Morning,United-States,0.037464672,High,No
26782,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
26784,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,Yes
26788,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,High,Yes
26789,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26795,Divorced,Auto,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
26800,Divorced,Auto,Comedy,Male,50,Daytime,United-States,0.037464672,High,Yes
26805,Married-spouse-absent,Auto,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
26811,Married-civ-spouse,Pharma,Comedy,Female,25,Morning,United-States,0.037464672,Low,No
26814,Married-civ-spouse,Other,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26832,Married-civ-spouse,Pharma,Comedy,Female,46,Primetime,United-States,0.037464672,Medium,No
26834,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
26835,Married-civ-spouse,Other,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26839,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,India,0.037464672,High,Yes
26847,Married-civ-spouse,Pharma,Comedy,Female,56,Primetime,United-States,0.037464672,High,Yes
26850,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,No
26851,Never-married,Auto,Infomercial,Female,30,Primetime,United-States,0.037464672,Low,Yes
26853,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
26862,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
26868,Widowed,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
26900,Married-civ-spouse,Pharma,Comedy,Female,65,Morning,United-States,0.037464672,High,Yes
26901,Divorced,Entertainment,Comedy,Male,24,Primetime,United-States,0.037464672,High,Yes
26904,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
26907,Never-married,Political,Infomercial,Male,16,Morning,Dominican-Republic,0.037464672,Low,No
26911,Married-civ-spouse,Pharma,Comedy,Female,42,Morning,United-States,0.037464672,High,Yes
26915,Married-spouse-absent,Auto,Comedy,Female,40,Morning,Mexico,0.037464672,High,Yes
26916,Married-civ-spouse,Pharma,Comedy,Female,3,Daytime,United-States,0.037464672,High,Yes
26917,Never-married,Political,Comedy,Male,30,Morning,United-States,0.037464672,High,No
26919,Separated,Entertainment,Comedy,Male,50,Primetime,United-States,0.037464672,Medium,No
26928,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
26939,Widowed,Entertainment,Comedy,Male,20,Daytime,United-States,0.037464672,High,Yes
26941,Married-civ-spouse,Pharma,Comedy,Female,15,Daytime,United-States,0.037464672,Medium,No
26949,Married-civ-spouse,Pharma,Comedy,Female,70,Primetime,Poland,0.037464672,High,Yes
26952,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.102233936,High,Yes
26953,Married-civ-spouse,Other,Comedy,Male,25,Primetime,United-States,0.037464672,Low,No
26957,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.09844101,Low,No
26961,Married-civ-spouse,Pharma,Comedy,Female,35,Daytime,United-States,0.037464672,Low,No
26971,Divorced,Political,Infomercial,Male,40,Morning,United-States,0.037464672,High,Yes
26973,Separated,Auto,Comedy,Female,72,Primetime,Mexico,0.037464672,Low,No
26978,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.102233936,High,No
26981,Divorced,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
26982,Separated,Auto,Comedy,Female,35,Primetime,United-States,0.037464672,Low,Yes
